Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV	gtdb	kegg	uniprot	eggnog	ncbi	PhaC_status
Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Genus_of_Isosphaeraceae	NA	fa578b881f4ab06466b4be5dffdc5312	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Class of Verrucomicrobiota	Order of Verrucomicrobiota	Family of Verrucomicrobiota	Genus_of_Verrucomicrobiota	NA	c89b5cbf2767b56ce00b22b8a8b428b2	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41	WCHB1-41	NA	f2b2d88a4e454a9e9747ad348701187e	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	MSBL3	NA	a92ed55cfee3bd5e0644e21b3d46304b	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Genus_of_Pedosphaeraceae	NA	9625aa3cd3f9f1882eed732b3e6f9b28	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	NA	1eba4184d1c95031ff37956699cc9623	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	DEV008	NA	caf1938a8e6c33fb48681b1dacb42d81	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	NA	8525ff5be1d4dd8ff9926ab83b84e048	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Oikopleura	NA	7a7651c0f713ea37e6dd69511d0ab58b	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	SH3-11	NA	355d1efcd4c5a63412bd2a6048bc3580	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	DEV114	NA	e17718f2c1078d5a6346cb2645786aac	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	45ef937cd47c753f5ae5c94377cbc3df	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Brevifollis	NA	aa699bb6d234460376e2954c0978999f	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA	76acd925226d2f76a904867bb2696697	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Genus_of_Verrucomicrobiaceae	NA	3038d1e92c50bb34a3a55ce210f91631	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007	NA	7467c09a761797264f2c07e620d229c1	NA	NA	NA	NA	NA	Unknown
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	adb06dc47f8ef3564057879baef243c4	NA	NA	NA	NA	NA	Unknown
Bacteria	FCPU426	FCPU426	FCPU426	FCPU426	FCPU426	NA	674d2c9c867dc8098a35da789e161777	NA	NA	NA	NA	NA	Unknown
Bacteria	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	Latescibacterota	NA	f1af8ece3d054f8b49beed6ef2d64a8f	NA	NA	NA	NA	NA	Unknown
Bacteria	Elusimicrobiota	Elusimicrobia	MVP-88	MVP-88	MVP-88	NA	8470b9ce4747c8dd4cbb091748b443ee	NA	NA	NA	NA	NA	Unknown
Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	NA	edd580ab092336d8b4b47cd295acf2be	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Genus_of_Acidaminococcaceae	NA	d72b5beb4e82f6a2686e4d76f3d780f8	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	NA	833e06a8dd0ea713282865c4c15acca1	NA	NA	NA	NA	NA	Unknown
Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA	f7e96d3a9d05e3ad588970fa33fca39c	NA	NA	NA	NA	NA	Unknown
Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Hydrogenedensaceae	NA	f8badbe5aa2c7aaa221b1c58fe928a31	NA	NA	NA	NA	NA	Unknown
Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA	4563230eb3c59adc41628f37deb260dd	NA	NA	NA	NA	NA	Unknown
Bacteria	Cyanobacteria	Sericytochromatia	Sericytochromatia	Sericytochromatia	Sericytochromatia	NA	624e2e39b42fead9941537189b01430b	NA	NA	NA	NA	NA	Unknown
Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	Gastranaerophilales	Gastranaerophilales	NA	b993048ab07c65d45baad4a911770e0c	NA	NA	NA	NA	NA	Unknown
Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionales	Vampirovibrionales	NA	9a145f82ade2d5e7bb3aded9ec55404a	NA	NA	NA	NA	NA	Unknown
Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Obscuribacteraceae	NA	b7d88c9165511aed2e13b9888be70ea5	NA	NA	NA	NA	NA	Unknown
Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Candidatus_Obscuribacter	NA	ab32b4080a1e382c24e79a7fc313a974	NA	NA	NA	NA	NA	Unknown
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	KD3-10	NA	4d8025b4128539c862334cbf3da85fb7	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Runella	NA	9da4ea500796da41c5f69150f7e881cd	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Persicitalea	NA	0d6c28aa5b3430bb5d8204eefa258c3c	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Genus_of_Microscillaceae	NA	ef15fca11ed3bc97e40671dd550df8cd	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Family of Cytophagales	Genus_of_Cytophagales	NA	69aa4b7d0daf12ba7317160ac9d755a6	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Leadbetterella	NA	a9a2310dcc9b6c531daf8520c36c9aca	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Lacihabitans	NA	99948c1580d433680c61dce0bd56204f	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga	NA	6043b1af3a77487bab99d38cae37a495	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12	NA	4ad20f1787fa634453827f301f25d22f	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	NA	4730b4bf69430e240bd81db104feb29f	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	OLB8	NA	8acc90ffba8c75bd12dd455f61a73700	NA	NA	NA	NA	NA	Maybe
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Genus_of_Saprospiraceae	NA	993ec94de68aadab90bab6164d1f319a	NA	NA	NA	NA	NA	Maybe
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	NA	fd27d49cf459ccfa78419110bad671dd	NA	NA	YES	NA	NA	YES
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	NA	feb108cd8d0235b2c1a8badc90efc115	NA	NA	YES	NA	NA	YES
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter	NA	e3ce7ccb73ad24501e84d94b5e7c527b	NA	NA	NA	NA	NA	Maybe
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Genus_of_Flavobacteriaceae	NA	905f674566090580bcef1aa827489c11	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Genus_of_Weeksellaceae	NA	81e4e33cb1a6df0fa2543cf97e5a8483	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	NA	5cc9c39b45a83ad3a1ec9068ed8788e3	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA	9dd6ec29821c01a0b1a16cfe48afed4b	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	b5b0791d9091f261b0bddcc3a3f4d45d	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Family of Flavobacteriales	Genus_of_Flavobacteriales	NA	e2e9eb668aa0fb411d8dff6f08b8f3e7	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	NA	11aa3a6600b4a402b640c8ea19cfce0a	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA	1cf0a5a6e992420365bc9097edbd9364	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Anaerocella	NA	ae876522bca76772a6eccb181575f593	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobium	NA	9d6d033db5055303b5758dafe491153b	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD1-131	KD1-131	NA	01036fc97086a5aec4d549b0d8bc802b	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobiaceae	NA	c477d06d44d2489a84635c31c359810b	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Genus_of_Lentimicrobiaceae	NA	38275cfef7cdfc388d80c9a470d21130	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	3180a608ee636be8863423342ae830e9	NA	NA	YES	NA	NA	YES
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Genus_of_Sphingobacteriaceae	NA	dd6a3a614f9ac089028e62334751b096	NA	NA	NA	NA	NA	Maybe
Bacteria	Bacteroidota	Bacteroidia	Order of Bacteroidia	Family of Bacteroidia	Genus_of_Bacteroidia	NA	035ecf185f7079b421fc4ea278fcc673	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Genus_of_Paludibacteraceae	NA	7f292e49dfcb65d64b72ba870af70db1	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	ST-12K33	ST-12K33	NA	46a154ca6453eda2631cc3b8c3c0476d	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	NA	5e8b935edd838dace04dd84c3b301187	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	3e330d3f751896e335bc8008336264a1	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Genus_of_Dysgonomonadaceae	NA	4080c477cb41463511726e0c411aec7d	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides	NA	de0951a033a40cd30472ff541cc4f323	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Williamwhitmania	NA	f9c00d77739dd4b915338a767ec6ea73	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Blvii28_wastewater-sludge_group	NA	e49a7527b7f3578ac15b8041b9b7b22c	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae	NA	02630e99b398c4c31a529ca14e0b1199	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Genus_of_Rikenellaceae	NA	025235e015ef1123612209488c4196a6	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	GWF2-29-10	GWF2-29-10	NA	82d8a44769625ab6c332d94f6c6abfe6	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	NA	513254cff9b0db080db1b50af5df3b3f	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	SB-5	NA	442bfcbfa52c100b40b1ddbf965ee719	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	NA	83c61c34f72a754df21e2c7ea4d535dc	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Genus_of_Cryomorphaceae	NA	466e7166fb3c47b882dba9701f935295	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	NA	d9c821f181941a5306c88e7b2c57510b	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Genus_of_Prolixibacteraceae	NA	af4bad8461ac540931770cd07d623c73	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32	NA	1afef66c6e783de49c4901b003283afa	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	NA	0ed8707f61c5c6e4f74577d90bb99dc9	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	env.OPS_17	NA	2c3e6569ff29ff93e9004bbfe285642d	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	AKYH767	NA	1f14206b022a7692623aa8a31370eec7	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	NA	de2e66baff4eb6b1a63a13b7062b7d8d	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Family of Bacteroidales	Genus_of_Bacteroidales	NA	31325d778d41cedaad31d8a617389ca2	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Family of Sphingobacteriales	Genus_of_Sphingobacteriales	NA	cf3e10d758dcddb14b7452f53121f8de	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD3-93	KD3-93	NA	b85ce4a536aad911e45216e50510248d	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	LiUU-11-161	LiUU-11-161	NA	1488a2d5e96577bf65037d73b0955281	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NS11-12_marine_group	NA	15a1dd06c6eda86db9aab4ff546b91aa	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	NA	827923397265bcdadb2811c9b5f7f366	NA	NA	YES	NA	NA	YES
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	NA	d95d82127513910a8092a771eeccdf76	NA	NA	NA	NA	NA	Maybe
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Hydrotalea	NA	1c7ff4eec2b930c0d96a2a719eab92d1	NA	NA	NA	NA	NA	Maybe
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Genus_of_Chitinophagaceae	NA	48c59f7d7f2da3a08f23dacece7468f3	NA	NA	NA	NA	NA	Maybe
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niabella	NA	b781197c63aa063e930be4bd1dd00360	NA	NA	NA	NA	NA	Maybe
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Lacibacter	NA	b152499314d61a50d9a3fb7ee69f17d2	NA	NA	NA	NA	NA	Maybe
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	78b9c31f9a9595fdd4d7034564c9d9bb	NA	NA	NA	NA	NA	Maybe
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	NA	c90e41fa7df0d32bc9a9e89e5b36e42c	NA	NA	NA	NA	NA	Maybe
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Rurimicrobium	NA	a595916a93fa3a4228edfc0ee57ab7e3	NA	NA	NA	NA	NA	Maybe
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	NA	7273e048adc9f06e28d02f407c776aab	NA	NA	NA	NA	NA	Maybe
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Family of Chitinophagales	Genus_of_Chitinophagales	NA	9e853509f99f3250938d3e2a78947d35	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	37-13	NA	4d5e01ad637f62059fc34a497ec35843	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Bacteroidia	SM1A07	SM1A07	SM1A07	NA	69eb50fa3d751bf11e2688c065e0597e	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	Genus_of_Rhodothermaceae	NA	a20bd12ef56306e2dc6629273a682b89	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales	Kapabacteriales	NA	c2ca170d7c7d47a1d67896ee48a8e868	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Kryptonia	Kryptoniales	MSB-3C8	MSB-3C8	NA	9f171a4900a00304ac17a0606794340b	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	PHOS-HE36	PHOS-HE36	NA	14ad508024c1f51a5c8c89d7788c5747	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7	NA	a1a828e0d9dbec859369c528ba5fd60c	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	SR-FBR-L83	SR-FBR-L83	NA	9ada079d43ae7654ac7b762073ed81a7	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	NA	a6d3ca536757f390d6a271894f721527	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	BSV26	NA	e7b29caa23cf30edd678ee43e52ac747	NA	NA	NA	NA	NA	Unknown
Bacteria	Bacteroidota	Ignavibacteria	SJA-28	SJA-28	SJA-28	NA	9fd12b2efbc9c1b077ca5f4e077ed4cc	NA	NA	NA	NA	NA	Unknown
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter	NA	dd004a3030d6b1da6d65a1d750ebfaa1	NA	NA	NA	NA	NA	Unknown
Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	NA	eeafae225d3554655b4125811c40a95b	NA	NA	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	NA	19426bd2334c5cd8bbd2718525f63f30	NA	NA	NA	NA	NA	Unknown
Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	NA	d1c6d7fd6172206647b0402336dbca5a	NA	NA	NA	NA	NA	Unknown
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Genus_of_Fibrobacteraceae	NA	c4443ebfa0ef0499391637e9c1c6fadb	NA	NA	NA	NA	NA	Unknown
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	42f944a6dd553cdc9a70e8efd40da87e	NA	NA	NA	NA	NA	Unknown
Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Genus_of_Gemmatimonadaceae	NA	db6bc87d2d3e3876a08e403d3c04126c	NA	NA	NA	NA	NA	Unknown
Bacteria	Fibrobacterota	Chitinivibrionia	Order of Chitinivibrionia	Family of Chitinivibrionia	Genus_of_Chitinivibrionia	NA	001683922df91b55618368b11d0658bf	NA	NA	NA	NA	NA	Unknown
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulforegulaceae	Desulforegula	NA	0604ff983f743cd227878283d3707544	NA	NA	NA	YES	NA	YES
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	NA	0c9c5cfe5882f68c6da2faff839fd556	NA	NA	NA	NA	NA	Unknown
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	Desulfurivibrio	NA	995861e16cac3a8ede5961c32fbd8865	NA	NA	NA	NA	NA	Unknown
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	NA	1c2fd57a0138c18d3127106e62b123c8	NA	NA	NA	NA	NA	Unknown
Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	dfc11c6c8fbfcd9f4b7ae9ec827d4607	NA	NA	NA	NA	NA	Unknown
Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Family of Oligoflexales	Genus_of_Oligoflexales	NA	0a7857ee77d8a7f475e6f7e62f5e977e	NA	NA	NA	NA	NA	Unknown
Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Genus_of_Bacteriovoracaceae	NA	7774ee05347566fafc8c6000570e4564	NA	NA	NA	NA	NA	Unknown
Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	NA	47fc6c229b91d8779b6b62513f644c55	NA	NA	NA	NA	NA	Unknown
Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA	ea5c863b50138cb90de4e9a925226893	NA	NA	NA	NA	NA	Unknown
Bacteria	Desulfobacterota	Desulfuromonadia	PB19	PB19	PB19	NA	db24a3d2ba40ee5bfc209d0e879d74ba	NA	NA	NA	NA	NA	Unknown
Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	Bradymonadales	Bradymonadales	NA	6e27628569f8e7707b0449af6ab375aa	NA	NA	NA	NA	NA	Unknown
Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	NA	e5585aab346e51acbee0259c56748b29	NA	NA	NA	NA	NA	Unknown
Bacteria	NB1-j	NB1-j	NB1-j	NB1-j	NB1-j	NA	7ccfbddc21dbf8aacccca6f7f5a4801b	NA	NA	NA	NA	NA	Unknown
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	NA	55f2726ebf99d9e0c1f3df31101e53fa	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira	NA	db9aeb1555aed49ebdad1f8895590161	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12	NA	157b5439ce143f15ae76cd8cf5e992d6	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Genus_of_Holosporaceae	NA	4679ed19caf32996317747a244d7fa9f	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Caedibacter	NA	cad9d2ea99fbd8ce800f5ab5833f4ebe	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	AB1	NA	0c3208483c84d0941ffe87ef35d58ff4	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Genus_of_Paracaedibacteraceae	NA	49623e379fafc105613a40e0380e3efb	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Paracaedibacter	NA	75316c86cf649874bf8fb619f30e3fae	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Family of Rhodospirillales	Genus_of_Rhodospirillales	NA	5967312c02cc7fc3ae8fcea588990255	NA	NA	NA	NA	NA	Unknown
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillales_Incertae_Sedis	Stella	NA	aca2c23d826056b1fc6147370b02db1d	NA	YES	NA	NA	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	NA	1670ecb15d98c91ff84dfc95d41411a5	NA	NA	NA	YES	NA	YES
Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	NA	a550274073d88cc6a7e173a863aca8cf	YES	YES	YES	YES	NA	YES
